AA-1221-MCO-ORD	12/05/2011 08:00 PM	12/05/2011 08:06 PM	15	12/05/2011 09:50 PM	12/05/2011 09:29 PM	K4
AA-4307-ORD-DTW	12/05/2011 06:45 PM	12/05/2011 07:08 PM	G19A	12/05/2011 09:10 PM	12/05/2011 09:34 PM	D28
AA-616-DFW-DTW	12/05/2011 09:05 AM	12/05/2011 09:17 AM	C14	12/05/2011 12:35 PM	12/05/2011 12:19 PM	D32
AA-431-MIA-SFO	12/05/2011 08:35 AM	12/05/2011 08:52 AM	D3	12/05/2011 11:50 AM	12/05/2011 11:15 AM	57
AA-3756-ORD-SLC	12/05/2011 12:15 PM	12/05/2011 12:29 PM	G9	12/05/2011 02:45 PM	12/05/2011 02:31 PM	A3
AA-2050-ORD-MIA	12/05/2011 10:40 AM	12/05/2011 10:52 AM	K13	12/05/2011 02:45 PM	12/05/2011 02:37 PM	D40
AA-3804-PHL-ORD	12/05/2011 02:35 PM	12/05/2011 02:40 PM	A7	12/05/2011 04:05 PM	12/05/2011 03:45 PM	G13
AA-1664-MIA-ATL	12/05/2011 10:15 AM	12/05/2011 10:43 AM	D41	12/05/2011 12:10 PM	12/05/2011 12:26 PM	T11
AA-789-ORD-DEN	12/05/2011 01:05 PM	12/05/2011 01:27 PM	K9	12/05/2011 02:35 PM	12/05/2011 02:48 PM	A49
AA-1733-ORD-PHX	12/05/2011 07:45 PM	12/05/2011 07:53 PM	H10	12/05/2011 10:30 PM		6
AA-1733-ORD-PHX	12/05/2011 07:45 PM	12/05/2011 07:53 PM	H10	12/05/2011 10:30 PM		6
AA-4277-CVG-JFK	12/05/2011 12:10 PM	12/05/2011 12:19 PM	1	12/05/2011 02:15 PM	12/05/2011 02:01 PM	32I
AA-2312-DFW-DTW	12/05/2011 08:25 PM		C2	12/05/2011 11:50 PM		D32
AA-85-JFK-SFO	12/05/2011 03:05 PM	12/05/2011 03:31 PM	33	12/05/2011 06:30 PM	12/05/2011 06:17 PM	58B
AA-404-MIA-MCO	12/05/2011 06:45 AM	12/05/2011 06:56 AM	D33	12/05/2011 07:45 AM	12/05/2011 07:51 AM	16
AA-446-DFW-PHL	12/05/2011 11:50 AM	12/05/2011 12:06 PM	D16	12/05/2011 03:50 PM	12/05/2011 03:44 PM	A9
AA-2268-PHX-ORD	12/05/2011 07:15 AM	12/05/2011 07:20 AM	6	12/05/2011 11:35 AM	12/05/2011 11:12 AM	H12
AA-4344-ORD-DTW	12/05/2011 11:45 AM	12/05/2011 11:55 AM	G1B	12/05/2011 02:00 PM	12/05/2011 02:13 PM	D28
AA-484-DFW-MIA	12/05/2011 04:15 PM	12/05/2011 04:36 PM	D17	12/05/2011 07:55 PM	12/05/2011 07:52 PM	D34
AA-3979-CVG-ORD	12/05/2011 07:30 AM	12/05/2011 07:48 AM	3	12/05/2011 08:00 AM	12/05/2011 07:42 AM	G14
AA-3063-SLC-LAX	12/05/2011 08:20 PM	12/05/2011 08:30 PM	A3	12/05/2011 09:20 PM		44C
AA-3859-IAH-ORD	12/05/2011 07:10 AM	12/05/2011 07:25 AM	A29	12/05/2011 09:40 AM	12/05/2011 09:59 AM	H4
AA-3842-MSP-ORD	12/05/2011 06:00 AM	12/05/2011 06:10 AM	E14	12/05/2011 07:30 AM	12/05/2011 07:09 AM	H5
AA-1544-SAN-ORD	12/05/2011 11:25 AM	12/05/2011 03:26 PM	27	12/05/2011 05:25 PM		H14
AA-649-ORD-SNA	12/05/2011 01:30 PM		K15	12/05/2011 03:50 PM		7
AA-1640-MIA-MCO	12/05/2011 06:30 PM		D33	12/05/2011 07:25 PM		14
AA-518-MIA-JFK	12/05/2011 06:30 AM	12/05/2011 06:50 AM	D24	12/05/2011 09:15 AM	12/05/2011 09:20 AM	33
AA-2525-DFW-MIA	12/05/2011 07:25 AM	12/05/2011 08:37 AM	C4	12/05/2011 11:10 AM	12/05/2011 12:00 PM	D16
AA-1279-DFW-PHX	12/05/2011 01:00 PM	12/05/2011 01:19 PM	C12	12/05/2011 02:35 PM	12/05/2011 02:51 PM	4
AA-1522-SFO-ORD	12/05/2011 11:55 PM		57	12/06/2011 05:50 AM		H9
AA-1434-DFW-MCO	12/05/2011 07:15 AM	12/05/2011 07:27 AM	C30	12/05/2011 10:35 AM	12/05/2011 10:39 AM	17
AA-59-JFK-SFO	12/05/2011 07:10 AM	12/05/2011 07:49 AM	36	12/05/2011 10:45 AM	12/05/2011 10:45 AM	58B
AA-415-BOS-ORD	12/05/2011 08:35 AM	12/05/2011 08:50 AM	B34	12/05/2011 10:40 AM	12/05/2011 10:18 AM	H17
AA-222-LAX-BOS	12/05/2011 07:10 AM	12/05/2011 07:13 AM	42B	12/05/2011 03:30 PM	12/05/2011 02:55 PM	B31
AA-3823-LAX-DEN	12/05/2011 09:00 PM		44J	12/06/2011 12:15 AM		A49
AA-1165-JFK-MIA	12/05/2011 06:59 AM	12/05/2011 07:33 AM	35	12/05/2011 10:34 AM	12/05/2011 10:06 AM	D24
AA-3786-IAH-ORD	12/05/2011 04:00 PM	12/05/2011 04:28 PM	A29	12/05/2011 06:40 PM	12/05/2011 06:37 PM	G3
AA-4330-CVG-ORD	12/05/2011 03:35 PM	12/05/2011 04:51 PM	5	12/05/2011 04:00 PM	12/05/2011 04:47 PM	G19A
AA-3468-CVG-MIA	12/05/2011 07:00 AM	12/05/2011 07:23 AM	1	12/05/2011 09:55 AM	12/05/2011 09:47 AM	D60
AA-204-LAX-MCO	12/05/2011 11:25 PM		43	12/06/2011 06:55 AM		TBA
AA-466-IAH-MIA	12/05/2011 06:00 AM	12/05/2011 06:19 AM	A27	12/05/2011 09:20 AM	12/05/2011 09:26 AM	D41
AA-3-JFK-LAX	12/05/2011 12:00 PM	12/05/2011 12:02 PM	42	12/05/2011 03:15 PM	12/05/2011 02:46 PM	48B
AA-1007-MIA-PHX	12/05/2011 04:55 PM	12/05/2011 05:01 PM	D5	12/05/2011 08:05 PM	12/05/2011 07:55 PM	6
AA-271-MIA-LAX	12/05/2011 11:35 AM	12/05/2011 11:53 AM	D12	12/05/2011 02:25 PM	12/05/2011 02:14 PM	46A
AA-643-MIA-ORD	12/05/2011 07:10 AM	12/05/2011 07:29 AM	D1	12/05/2011 09:35 AM	12/05/2011 09:23 AM	L8
AA-4198-ORD-CLE	12/05/2011 10:40 AM	12/05/2011 10:47 AM	G7	12/05/2011 12:55 PM	12/05/2011 12:44 PM	A1
AA-400-DFW-JFK	12/05/2011 10:40 AM	12/05/2011 11:07 AM	C39	12/05/2011 02:59 PM	12/05/2011 03:12 PM	42
AA-1886-BOS-MIA	12/05/2011 10:45 AM	12/05/2011 10:56 AM	B35	12/05/2011 02:20 PM	12/05/2011 02:01 PM	D1
AA-1917-JFK-MCO	12/05/2011 02:55 PM	12/05/2011 03:09 PM	43	12/05/2011 05:55 PM	12/05/2011 05:36 PM	16
AA-3809-PHX-LAX	12/05/2011 06:00 AM	12/05/2011 06:18 AM	2	12/05/2011 06:40 AM	12/05/2011 06:27 AM	44J
AA-2957-DFW-CVG	12/05/2011 07:55 AM	12/05/2011 08:31 AM	B21	12/05/2011 11:05 AM	12/05/2011 11:17 AM	3
UA-1500-IAH-GUA	Mon, Dec 5 8:55 AM	Mon, Dec 5 9:08 AM            Delayed	E16	Mon, Dec 5 11:45 AM	Mon, Dec 5 12:04 PM	15
UA-3515-IAD-MSP	Mon, Dec 5 8:17 AM	Mon, Dec 5 8:12 AM	D14	Mon, Dec 5 10:08 AM	Mon, Dec 5 9:51 AM	E10
UA-664-ORD-PHL	Mon, Dec 5 1:33 PM	Mon, Dec 5 1:56 PM	B14	Mon, Dec 5 4:31 PM	Mon, Dec 5 4:51 PM	D13
UA-414-LAX-SFO	Mon, Dec 5 6:00 AM	Mon, Dec 5 5:56 AM	73	Mon, Dec 5 7:23 AM	Mon, Dec 5 7:09 AM	88
UA-257-JFK-SFO	Mon, Dec 5 2:30 PM	Mon, Dec 5 2:29 PM	12	Mon, Dec 5 6:15 PM	Mon, Dec 5 5:34 PM	80
UA-62-IAH-EWR	Mon, Dec 5 2:30 PM	Mon, Dec 5 2:33 PM	C-40	Mon, Dec 5 7:03 PM	Mon, Dec 5 7:24 PM	C74
UA-843-LAX-ORD	Mon, Dec 5 1:55 PM	Mon, Dec 5 2:31 PM	77	Mon, Dec 5 7:53 PM	Mon, Dec 5 8:22 PM	C15
UA-248-PHX-ORD	Mon, Dec 5 12:57 PM	Mon, Dec 5 12:57 PM            On Time	3	Mon, Dec 5 5:15 PM	Mon, Dec 5 5:15 PM	C17
UA-248-PHX-ORD	Mon, Dec 5 12:57 PM	Mon, Dec 5 1:10 PM            Delayed	3	Mon, Dec 5 5:15 PM	Mon, Dec 5 5:12 PM	C17
UA-397-JFK-SFO	Mon, Dec 5 8:00 AM	Mon, Dec 5 7:58 AM	8	Mon, Dec 5 11:55 AM	Mon, Dec 5 11:24 AM	81
UA-2704-DTW-PHX	Mon, Dec 5 11:15 AM	Mon, Dec 5 11:15 AM	D14	Mon, Dec 5 1:40 PM	Mon, Dec 5 2:00 PM	A6
UA-2515-DFW-CLT	Mon, Dec 5 7:05 AM	Mon, Dec 5 7:05 AM	E35	Mon, Dec 5 10:31 AM	Mon, Dec 5 10:28 AM	D9
UA-3373-IAD-PHL	Mon, Dec 5 8:29 AM	Mon, Dec 5 8:49 AM	C26	Mon, Dec 5 9:24 AM	Mon, Dec 5 10:26 AM	D7
UA-2906-PHL-MCO	Mon, Dec 5 3:50 PM	Mon, Dec 5 4:44 PM            Delayed	C29	Mon, Dec 5 6:23 PM	Mon, Dec 5 7:04 PM	58
UA-938-DEN-ORD	Mon, Dec 5 4:16 PM	Mon, Dec 5 4:19 PM	B46	Mon, Dec 5 7:35 PM	Mon, Dec 5 7:40 PM	C9
UA-3099-PHX-PHL	Mon, Dec 5 11:55 AM	Mon, Dec 5 11:55 AM	A6	Mon, Dec 5 6:17 PM	Mon, Dec 5 5:48 PM	A12
UA-3925-IAD-ORF	Mon, Dec 5 8:42 AM	Mon, Dec 5 8:46 AM	A2A	Mon, Dec 5 9:55 AM	Mon, Dec 5 9:51 AM	--
UA-5487-SFO-MRY	Mon, Dec 5 10:39 AM	Mon, Dec 5 10:30 AM	78B	Mon, Dec 5 11:19 AM	Mon, Dec 5 11:11 AM	--
UA-3050-PHX-CLT	Mon, Dec 5 11:05 AM	Mon, Dec 5 11:21 AM	A11	Mon, Dec 5 4:57 PM	Mon, Dec 5 5:07 PM	B5
UA-828-SFO-ORD	Mon, Dec 5 11:08 PM	Mon, Dec 5 11:08 PM            On Time	84	Tue, Dec 6 5:11 AM	Tue, Dec 6 5:11 AM	C31
UA-2830-MCO-CLT	Mon, Dec 5 3:27 PM	Mon, Dec 5 3:27 PM	58	Mon, Dec 5 5:05 PM	Mon, Dec 5 5:07 PM	C12
UA-37-EWR-MCO	Mon, Dec 5 1:29 PM	Mon, Dec 5 1:28 PM            On Time	C120	Mon, Dec 5 4:17 PM	Mon, Dec 5 4:12 PM	39
UA-37-EDI-EWR	Mon, Dec 5 9:05 AM	Mon, Dec 5 10:51 AM	--	Mon, Dec 5 11:53 AM	Mon, Dec 5 2:12 PM	B51
UA-2708-EWR-CLT	Mon, Dec 5 2:55 PM	Mon, Dec 5 2:55 PM	A37	Mon, Dec 5 4:53 PM	Mon, Dec 5 4:36 PM	B12
UA-233-LAX-JFK	Mon, Dec 5 4:25 PM	Mon, Dec 5 4:25 PM	72	Tue, Dec 6 12:29 AM	Tue, Dec 6 12:29 AM	8
UA-2726-FLL-PHL	Mon, Dec 5 4:00 PM	Mon, Dec 5 4:00 PM	E3	Mon, Dec 5 6:46 PM	Mon, Dec 5 6:13 PM	C17
UA-2945-PHL-CLT	Mon, Dec 5 12:00 AM	Mon, Dec 5 6:12 AM	B13	Mon, Dec 5 1:45 PM	Mon, Dec 5 1:50 PM	C15
UA-6273-YYC-SFO	Mon, Dec 5 7:35 AM	Mon, Dec 5 7:28 AM	--	Mon, Dec 5 9:43 AM	Mon, Dec 5 9:38 AM	79
UA-2314-ATL-PHL	Mon, Dec 5 2:55 PM	Mon, Dec 5 3:20 PM	D23	Mon, Dec 5 5:00 PM	Mon, Dec 5 5:23 PM	B3
UA-382-IAD-LAX	Mon, Dec 5 12:30 PM	Mon, Dec 5 12:31 PM            Delayed	C27	Mon, Dec 5 3:19 PM	Mon, Dec 5 2:50 PM	75B
UA-382-IAD-LAX	Mon, Dec 5 12:30 PM	Mon, Dec 5 12:31 PM            Delayed	C27	Mon, Dec 5 3:19 PM	Mon, Dec 5 3:06 PM	73
UA-858-PVG-SFO	Mon, Dec 5 1:45 PM		HOLD	Mon, Dec 5 8:27 AM		HOLD
UA-854-SFO-IAH	Mon, Dec 5 7:53 AM	Mon, Dec 5 7:50 AM	85	Mon, Dec 5 1:39 PM	Mon, Dec 5 1:32 PM	C16
CO-1586-IAH-MCO	Mon., Dec.05, 2011 7:00 p.m.	Mon., Dec.05, 2011 7:42 p.m.		Mon., Dec.05, 2011 10:15 p.m.	Mon., Dec.05, 2011 11:18 p.m.	
CO-4888-IAH-DAL	Mon., Dec.05, 2011 5:30 p.m.	Mon., Dec.05, 2011 5:30 p.m.		Mon., Dec.05, 2011 6:40 p.m.	Mon., Dec.05, 2011 7:25 p.m.	
CO-1088-CLE-IAH	Mon., Dec.05, 2011 8:40 a.m.	Mon., Dec.05, 2011 8:40 a.m.		Mon., Dec.05, 2011 10:54 a.m.	Mon., Dec.05, 2011 11:49 a.m.	
CO-16-LAX-EWR	Mon., Dec.05, 2011 10:25 a.m.	Mon., Dec.05, 2011 10:30 a.m.		Mon., Dec.05, 2011 6:44 p.m.	Mon., Dec.05, 2011 6:57 p.m.	
CO-58-DEN-IAH	Mon., Dec.05, 2011 11:25 a.m.	Mon., Dec.05, 2011 11:28 a.m.		Mon., Dec.05, 2011 2:50 p.m.	Mon., Dec.05, 2011 2:53 p.m.	
CO-1193-EWR-MCO	Mon., Dec.05, 2011 9:15 a.m.	Mon., Dec.05, 2011 9:40 a.m.		Mon., Dec.05, 2011 12:18 p.m.	Mon., Dec.05, 2011 12:52 p.m.	
CO-1023-IAH-DEN	Mon., Dec.05, 2011 11:40 a.m.	Mon., Dec.05, 2011 11:57 a.m.		Mon., Dec.05, 2011 1:17 p.m.	Mon., Dec.05, 2011 1:15 p.m.	
CO-1250-MIA-IAH	Mon., Dec.05, 2011 2:53 p.m.	Mon., Dec.05, 2011 2:55 p.m.		Mon., Dec.05, 2011 4:48 p.m.	Mon., Dec.05, 2011 4:48 p.m.	
CO-62-IAH-EWR	Mon., Dec.05, 2011 2:30 p.m.	Mon., Dec.05, 2011 2:33 p.m.		Mon., Dec.05, 2011 7:03 p.m.	Mon., Dec.05, 2011 7:24 p.m.	
CO-52-IAH-LAX	Mon., Dec.05, 2011 7:35 a.m.	Mon., Dec.05, 2011 7:37 a.m.		Mon., Dec.05, 2011 9:21 a.m.	Mon., Dec.05, 2011 9:32 a.m.	
CO-1614-LAX-IAH	Mon., Dec.05, 2011 12:30 a.m.	Mon., Dec.05, 2011 12:57 a.m.		Mon., Dec.05, 2011 5:35 a.m.	Mon., Dec.05, 2011 5:55 a.m.	
CO-89-IAH-EWR	Mon., Dec.05, 2011 6:00 a.m.	Mon., Dec.05, 2011 6:04 a.m.		Mon., Dec.05, 2011 10:20 a.m.	Mon., Dec.05, 2011 10:29 a.m.	
CO-1090-BOS-IAH	Mon., Dec.05, 2011 9:45 a.m.	Mon., Dec.05, 2011 9:39 a.m.		Mon., Dec.05, 2011 1:16 p.m.	Mon., Dec.05, 2011 1:00 p.m.	
CO-45-EWR-MIA	Mon., Dec.05, 2011 4:00 p.m.	Mon., Dec.05, 2011 4:38 p.m.		Mon., Dec.05, 2011 7:05 p.m.	Mon., Dec.05, 2011 7:25 p.m.	
CO-63-EWR-IAH	Mon., Dec.05, 2011 5:25 p.m.	Mon., Dec.05, 2011 6:17 p.m.		Mon., Dec.05, 2011 8:22 p.m.	Mon., Dec.05, 2011 9:25 p.m.	
CO-50-CLE-EWR	Mon., Dec.05, 2011 2:55 p.m.	Mon., Dec.05, 2011 3:35 p.m.		Mon., Dec.05, 2011 4:49 p.m.	Mon., Dec.05, 2011 6:05 p.m.	
CO-1561-PHX-IAH	Mon., Dec.05, 2011 8:05 a.m.	Mon., Dec.05, 2011 8:03 a.m.		Mon., Dec.05, 2011 11:35 a.m.	Mon., Dec.05, 2011 11:30 a.m.	
CO-47-IAH-LAX	Mon., Dec.05, 2011 7:10 p.m.	Mon., Dec.05, 2011 7:20 p.m.		Mon., Dec.05, 2011 8:56 p.m.	Mon., Dec.05, 2011 9:31 p.m.	
