AA-1221-MCO-ORD	12/01/2011 08:00 PM	12/01/2011 08:23 PM	17	12/01/2011 09:45 PM	12/01/2011 09:53 PM	K7
AA-4307-ORD-DTW	12/01/2011 06:45 PM	12/01/2011 06:55 PM	G19A	12/01/2011 09:10 PM	12/01/2011 08:53 PM	D28
AA-616-DFW-DTW	12/01/2011 09:05 AM	12/01/2011 10:10 AM	D37	12/01/2011 12:35 PM	12/01/2011 01:27 PM	D32
AA-431-MIA-SFO	12/01/2011 08:35 AM	12/01/2011 08:51 AM	E9	12/01/2011 11:50 AM	12/01/2011 11:44 AM	57
AA-3756-ORD-SLC	12/01/2011 12:15 PM	12/01/2011 12:41 PM	G19	12/01/2011 02:45 PM	12/01/2011 02:50 PM	A3
AA-2050-ORD-MIA	12/01/2011 10:40 AM	12/01/2011 11:05 AM	H15	12/01/2011 02:45 PM	12/01/2011 02:46 PM	D1
AA-3804-PHL-ORD	12/01/2011 02:35 PM	12/01/2011 02:44 PM	A7	12/01/2011 04:05 PM	12/01/2011 03:43 PM	H3A
AA-1664-MIA-ATL	12/01/2011 10:15 AM	12/01/2011 10:18 AM	D1	12/01/2011 12:10 PM	12/01/2011 11:56 AM	T11
AA-789-ORD-DEN	12/01/2011 01:05 PM	12/01/2011 01:19 PM	H11A	12/01/2011 02:35 PM	12/01/2011 03:13 PM	A49
AA-1733-ORD-PHX	12/01/2011 07:45 PM	12/01/2011 07:58 PM	K5	12/01/2011 10:30 PM		6
AA-1733-ORD-PHX	12/01/2011 07:45 PM	12/01/2011 07:58 PM	K5	12/01/2011 10:30 PM		6
AA-4277-CVG-JFK	12/01/2011 12:10 PM	12/01/2011 12:10 PM	1	12/01/2011 02:15 PM	12/01/2011 01:43 PM	32G
AA-2312-DFW-DTW	12/01/2011 08:25 PM		C39	12/01/2011 11:50 PM		D32
AA-85-JFK-SFO	12/01/2011 03:05 PM	12/01/2011 03:36 PM	39	12/01/2011 06:30 PM	12/01/2011 06:43 PM	56A
AA-404-MIA-MCO	12/01/2011 06:45 AM	12/01/2011 06:57 AM	E5	12/01/2011 07:45 AM	12/01/2011 07:40 AM	15
