AA-1221-MCO-ORD	12/07/2011 08:00 PM	12/07/2011 08:08 PM	15	12/07/2011 09:50 PM	12/07/2011 09:32 PM	K8
AA-4307-ORD-DTW	12/07/2011 06:45 PM	12/07/2011 06:59 PM	G19A	12/07/2011 09:10 PM	12/07/2011 08:52 PM	D28
AA-616-DFW-DTW	12/07/2011 09:05 AM	12/07/2011 09:14 AM	C30	12/07/2011 12:35 PM	12/07/2011 12:43 PM	D32
AA-431-MIA-SFO	12/07/2011 08:35 AM	12/07/2011 08:42 AM	D44	12/07/2011 11:50 AM	12/07/2011 11:22 AM	57
AA-3756-ORD-SLC	12/07/2011 12:15 PM	12/07/2011 12:29 PM	G9	12/07/2011 02:45 PM	12/07/2011 02:43 PM	A3
AA-2050-ORD-MIA	12/07/2011 10:40 AM	12/07/2011 10:50 AM	H15	12/07/2011 02:45 PM	12/07/2011 02:34 PM	D1
AA-3804-PHL-ORD	12/07/2011 02:35 PM	12/07/2011 03:13 PM	A7	12/07/2011 04:05 PM	12/07/2011 04:10 PM	H1A
AA-1664-MIA-ATL	12/07/2011 10:15 AM	12/07/2011 10:26 AM	D36	12/07/2011 12:10 PM	12/07/2011 11:59 AM	T11
AA-789-ORD-DEN	12/07/2011 01:05 PM	12/07/2011 01:11 PM	K9	12/07/2011 02:35 PM	12/07/2011 02:29 PM	A49
AA-1733-ORD-PHX	12/07/2011 07:45 PM	12/07/2011 08:01 PM	H15	12/07/2011 10:30 PM		6
AA-1733-ORD-PHX	12/07/2011 07:45 PM	12/07/2011 08:01 PM	H15	12/07/2011 10:30 PM		6
AA-4277-CVG-JFK	12/07/2011 12:10 PM	12/07/2011 12:16 PM	1	12/07/2011 02:15 PM	12/07/2011 01:58 PM	31E
AA-2312-DFW-DTW	12/07/2011 08:25 PM		C19	12/07/2011 11:50 PM		D32
AA-85-JFK-SFO	12/07/2011 03:05 PM	12/07/2011 04:38 PM	41	12/07/2011 06:30 PM		58B
AA-404-MIA-MCO	12/07/2011 06:45 AM	12/07/2011 06:52 AM	D48	12/07/2011 07:45 AM	12/07/2011 07:38 AM	17
AA-446-DFW-PHL	12/07/2011 11:50 AM	12/07/2011 01:40 PM	D28	12/07/2011 03:50 PM	12/07/2011 05:27 PM	A3
AA-2268-PHX-ORD	12/07/2011 07:15 AM	12/07/2011 07:25 AM	6	12/07/2011 11:35 AM	12/07/2011 11:23 AM	H12
AA-4344-ORD-DTW	12/07/2011 11:45 AM	12/07/2011 11:54 AM	G1B	12/07/2011 02:00 PM	12/07/2011 01:54 PM	D28
AA-484-DFW-MIA	12/07/2011 04:15 PM	12/07/2011 04:36 PM	D20	12/07/2011 07:55 PM	12/07/2011 07:57 PM	D48
AA-3979-CVG-ORD	12/07/2011 07:30 AM	12/07/2011 07:56 AM	3	12/07/2011 08:00 AM	12/07/2011 07:49 AM	G6B
AA-3063-SLC-LAX	12/07/2011 08:20 PM	12/07/2011 08:29 PM	A3	12/07/2011 09:20 PM		44J
