Row(rv_index=u'2011-12-01-AA-1007-TPA-MIA', rv_attr=u'Actual_Arrival', assigned_val=u'2:57')
Row(rv_index=u'2011-12-01-AA-1007-TPA-MIA', rv_attr=u'Actual_Dept', assigned_val=u'2:07')
Row(rv_index=u'2011-12-01-AA-1007-TPA-MIA', rv_attr=u'Scheduled_Arrival', assigned_val=u'3:00')
Row(rv_index=u'2011-12-01-AA-1007-TPA-MIA', rv_attr=u'Scheduled_Dept', assigned_val=u'1:55')
Row(rv_index=u'2011-12-01-AA-1011-MIA-GCM', rv_attr=u'Actual_Arrival', assigned_val=u'8:36')
Row(rv_index=u'2011-12-01-AA-1011-MIA-GCM', rv_attr=u'Actual_Dept', assigned_val=u'7:29')
Row(rv_index=u'2011-12-01-AA-1011-MIA-GCM', rv_attr=u'Scheduled_Arrival', assigned_val=u'8:40')
Row(rv_index=u'2011-12-01-AA-1011-MIA-GCM', rv_attr=u'Scheduled_Dept', assigned_val=u'7:15')
Row(rv_index=u'2011-12-01-AA-1039-ATL-MIA', rv_attr=u'Actual_Arrival', assigned_val=u'3:14')
Row(rv_index=u'2011-12-01-AA-1039-ATL-MIA', rv_attr=u'Actual_Dept', assigned_val=u'1:46')
Row(rv_index=u'2011-12-01-AA-1039-ATL-MIA', rv_attr=u'Scheduled_Arrival', assigned_val=u'3:20')
Row(rv_index=u'2011-12-01-AA-1039-ATL-MIA', rv_attr=u'Scheduled_Dept', assigned_val=u'1:25')
Row(rv_index=u'2011-12-01-AA-1044-DFW-CMH', rv_attr=u'Actual_Arrival', assigned_val=u'1:17')
Row(rv_index=u'2011-12-01-AA-1044-DFW-CMH', rv_attr=u'Actual_Dept', assigned_val=u'10:06')
Row(rv_index=u'2011-12-01-AA-1044-DFW-CMH', rv_attr=u'Scheduled_Arrival', assigned_val=u'1:25')
Row(rv_index=u'2011-12-01-AA-1044-DFW-CMH', rv_attr=u'Scheduled_Dept', assigned_val=u'10:10')
Row(rv_index=u'2011-12-01-AA-1047-MIA-AUA', rv_attr=u'Actual_Arrival', assigned_val=u'2:50')
Row(rv_index=u'2011-12-01-AA-1047-MIA-AUA', rv_attr=u'Actual_Dept', assigned_val=u'11:35')
Row(rv_index=u'2011-12-01-AA-1047-MIA-AUA', rv_attr=u'Scheduled_Arrival', assigned_val=u'2:50')
Row(rv_index=u'2011-12-01-AA-1047-MIA-AUA', rv_attr=u'Scheduled_Dept', assigned_val=u'11:10')
Row(rv_index=u'2011-12-01-AA-1063-DFW-SNA', rv_attr=u'Actual_Arrival', assigned_val=u'11:52')
Row(rv_index=u'2011-12-01-AA-1063-DFW-SNA', rv_attr=u'Actual_Dept', assigned_val=u'10:55')
Row(rv_index=u'2011-12-01-AA-1063-DFW-SNA', rv_attr=u'Scheduled_Arrival', assigned_val=u'11:49')
Row(rv_index=u'2011-12-01-AA-1063-DFW-SNA', rv_attr=u'Scheduled_Dept', assigned_val=u'10:40')
Row(rv_index=u'2011-12-01-AA-1106-DFW-OKC', rv_attr=u'Actual_Arrival', assigned_val=u'Dec 01 - Not Available')
Row(rv_index=u'2011-12-01-AA-1106-DFW-OKC', rv_attr=u'Actual_Dept', assigned_val=u'Dec 01 - Not Available')
Row(rv_index=u'2011-12-01-AA-1106-DFW-OKC', rv_attr=u'Scheduled_Arrival', assigned_val=u'10:15')
Row(rv_index=u'2011-12-01-AA-1106-DFW-OKC', rv_attr=u'Scheduled_Dept', assigned_val=u'9:25')
Row(rv_index=u'2011-12-01-AA-1223-DFW-DEN', rv_attr=u'Actual_Arrival', assigned_val=u'1:24')
Row(rv_index=u'2011-12-01-AA-1223-DFW-DEN', rv_attr=u'Actual_Dept', assigned_val=u'12:43')
Row(rv_index=u'2011-12-01-AA-1223-DFW-DEN', rv_attr=u'Scheduled_Arrival', assigned_val=u'1:15')
Row(rv_index=u'2011-12-01-AA-1223-DFW-DEN', rv_attr=u'Scheduled_Dept', assigned_val=u'12:15')
Row(rv_index=u'2011-12-01-AA-1259-ORD-PHX', rv_attr=u'Actual_Arrival', assigned_val=u'11:08')
Row(rv_index=u'2011-12-01-AA-1259-ORD-PHX', rv_attr=u'Actual_Dept', assigned_val=u'8:27')
Row(rv_index=u'2011-12-01-AA-1259-ORD-PHX', rv_attr=u'Scheduled_Arrival', assigned_val=u'11:15')
Row(rv_index=u'2011-12-01-AA-1259-ORD-PHX', rv_attr=u'Scheduled_Dept', assigned_val=u'8:30')
Row(rv_index=u'2011-12-01-AA-1372-LAX-ORD', rv_attr=u'Actual_Arrival', assigned_val=u'4:02')
Row(rv_index=u'2011-12-01-AA-1372-LAX-ORD', rv_attr=u'Actual_Dept', assigned_val=u'10:18')
