key_id,attribute,assigned_val
0201433192,Author_list,haugdahl@_j._scott
0201433362,Author_list,hernandez@_michael_j.
0201847604,Author_list,steven_miller
0321228383,Author_list,kifer@_michael
1558607374,Author_list,gerald_farin
1558608907,Author_list,dechter@_rina
9780072499544,Author_list,o'leary@_timothy_j./_o'leary@_linda_i./_gross@_debra
key_id,attribute,assigned_val
020172684x,Author_list,sedgewick@_robert
0750679298,Author_list,kovacich@_gerald_l._jones@_andy
9780072224986,Author_list,simpson@_alan
key_id,attribute,assigned_val
0120884771,Author_list,george_varghese
0124730515,Author_list,clement@john_g.
0131420445,Author_list,britton@_robert
0321303326,Author_list,sebesta@_robert_w.
0321437292,Author_list,hohmann@_luke
1576760359,Author_list,gittleman@_art
9780072922363,Author_list,hutton@_david_w.
key_id,attribute,assigned_val
013031398x,Author_list,rao@_k._ramamohan;_rao@_k.r.;_bojkovic@_z._s.;_bojkovic@_zoran_s.;_milovanovic@_dragorad_a.
013214171x,Author_list,roberts@_fred_s.
0201593882,Author_list,siegert@_andreas
0201604647,Author_list,schmidt@_douglas_c.;_huston@_stephen_d.
1558604111,Author_list,hugh_beyer
key_id,attribute,assigned_val
0123694469,Author_list,samet@_hanan
0321336437,Author_list,johansson@_jesper_m.;_riley@_steve
1555582745,Author_list,moore
1558607986,Author_list,ercegovac@_milos_d.;_lang@_tomas
key_id,attribute,assigned_val
0122374711,Author_list,ellis@_juanita/_speed@_tim
0201634899,Author_list,stein@_lincoln_d.
0201713748,Author_list,pohl_&amp;_kelley
0321136497,Author_list,falkner@_jayson;_jones@_kevin
0321180615,Author_list,welch-abernathy@_dameon_d.
0321440307,Author_list,chen@_raymond
155860832x,Author_list,peterson@_larry_l.;_davie@_bruce_s.
1558609105,Author_list,jim_smith@_ravi_nair
9780073195995,Author_list,ford@_ralph;_coulston@_chris
key_id,attribute,assigned_val
1558604626,Author_list,watson@_ian
9780028048970,Author_list,goldhamer@_robert
9780072227857,Author_list,michael_o'dea
key_id,attribute,assigned_val
0123706092,Author_list,ian_h._witten@_marco_gori@_teresa_numerico
012620862x,Author_list,sayood@_khalid
0132212110,Author_list,hoffer@_jeffrey_a.;_prescott@_mary_b.;_mcfadden@_fred_r.
0321185560,Author_list,riccardi@_greg
key_id,attribute,assigned_val
020163466x,Author_list,cheswick@_william_r.
0201773449,Author_list,nutt@_gary_j.
0201794276,Author_list,wallace@_doug/_raggett@_isobel/_aufgang@
1558606432,Author_list,fogg
9780073212227,Author_list,beer@_ferdinand_p.;_johnston@_jr._e._russell;_etc.
key_id,attribute,assigned_val
0131194593,Author_list,sprankle@_maureen
0201498340,Author_list,cockburn@_alistair
0321210263,Author_list,sommerville@_ian
0321227255,Author_list,abrahams@_david
0750663510,Author_list,levy@_margi
1555582273,Author_list,steven_hancock
1558605975,Author_list,allison_druin@_james_hendler
1558609334,Author_list,ian_foster
9780072226225,Author_list,robert_shimonski
9780072354676,Author_list,rubin
key_id,attribute,assigned_val
0201721481,Author_list,lippman@_stanley_b.
1555582818,Author_list,miller@_david_donald
1576760286,Author_list,john_avila
9780072255089,Author_list,vincent_j._nestler@_wm._arthur_conklin@_gregory_b._white
9780072944846,Author_list,triad_interactive
key_id,attribute,assigned_val
0201823764,Author_list,paul_w._abrahams_bruce_r._larson
0321304292,Author_list,scollard@_lafayette
0321399838,Author_list,shukla@_dharma
1558601066,Author_list,badler@_norman_i.
1558606556,Author_list,rajiv_ramaswami@_kumar_sivarajan
1558607978,Author_list,gary_fogel
key_id,attribute,assigned_val
0201379562,Author_list,ward@_andrew_f.
0201539217,Author_list,david_m._skapura
0321159837,Author_list,nutt
0321197674,Author_list,gupta@_ajay;_laliberte@_scott
0321224094,Author_list,cannon@_j._c.
0805327304,Author_list,michael_wolfe
1555582648,Author_list,winston@_alan
9780072254914,Author_list,bradley
9780073132907,Author_list,chapra@_steven_c.
key_id,attribute,assigned_val
0201787911,Author_list,li_gong@_gary_ellison@_mary_dageforde
0321197887,Author_list,fox@_dan
0321418492,Author_list,kurose@_james_f.
1558607455,Author_list,daum@_berthold_(author)_merten@_udo_(author)_merten@_udo_(joint_author)
1558608915,Author_list,jack_e._olson
key_id,attribute,assigned_val
0137689950,Author_list,robert_l._kruse@_alex_ryba
0321228480,Author_list,kouti@_sakari
key_id,attribute,assigned_val
0124477518,Author_list,li@_qing
0201726270,Author_list,michael_l._laszlo
0201752778,Author_list,clark@_tom
0321136179,Author_list,neil_bradley
0321321375,Author_list,angel@_edward
0340600349,Author_list,hahn@_brian_d._(associate_professor@_department_of_applied_mathematics@_university_of_cape_town@_south_africa)
0672322269,Author_list,hollabaugh@_craig
1555582532,Author_list,gary_mauler
key_id,attribute,assigned_val
0201485524,Author_list,patrick_chan_rosanna_lee_douglas_kramer_doug_kramer
0201616475,Author_list,mel@_h.x.
0321369572,Author_list,navathe@_shamkant_b.;_elmasri@_ramez
0321423437,Author_list,gagne@_marcel
1555582850,Author_list,stanley@_nigel
1558608354,Author_list,gould@_david_a.d.
9780072231199,Author_list,meyers@_michael
key_id,attribute,assigned_val
0201695871,Author_list,pohl@_ira
0201710374,Author_list,reilly@_david;_reilly@_michael
0201795256,Author_list,schmidt@_douglas_c.;_huston@_stephen_d.
key_id,attribute,assigned_val
0131410792,Author_list,liang@_y._daniel
0321350170,Author_list,dunn@_ryan
key_id,attribute,assigned_val
0120884828,Author_list,gould@_david
0121403106,Author_list,bull@_david_r.
0131409093,Author_list,nyhoff@_larry_r.
0201609215,Author_list,foley@_james_d.
0201734400,Author_list,matt_j._crouch
0201770180,Author_list,watkins_damien@hammond_mark@abrams_brad
1558606475,Author_list,catell@_rick_(author)_cattell@_r._g._g._(author)_cattell@_r._g._(editor)
1558608222,Author_list,knasmuller@markus
1558608524,Author_list,duato@_jose
1558609148,Author_list,zhao@_feng
key_id,attribute,assigned_val
0124343708,Author_list,parag_k._lala
0201622076,Author_list,ted_landau
0201896850,Author_list,knuth@_donald_e.
key_id,attribute,assigned_val
0201489805,Author_list,thomas_j._smedinghoff
1558608761,Author_list,harrington@_jan_l.
157676074x,Author_list,gittleman@_art
1576760820,Author_list,day@_slyke_van@_john_day
key_id,attribute,assigned_val
0080439977,Author_list,edelstein
0131013769,Author_list,hughes@_cameron
0201719541,Author_list,wilding-mcbride@_daryl
1558606890,Author_list,usama_fayyad@_georges_grinstein
9780072833430,Author_list,haag@_stephen
9780072944822,Author_list,triad_interactive
key_id,attribute,assigned_val
0131176552,Author_list,guzdial@_mark
0201701030,Author_list,dick_hamlet@_joe_maybee
1555583393,Author_list,phd@_cism@_john_rittinghouse;_phd@_cism@_cissp@_james_f._ransome
key_id,attribute,assigned_val
0201433311,Author_list,jessica_burdman
9780072861983,Author_list,hayes@_john_p.
key_id,attribute,assigned_val
0120885603,Author_list,zheng@_pei;_ni@_lionel
0201848406,Author_list,foley@_james_d.;_van_dam@_andries;_feiner@_steven_k.;_hughes@_john_f.
9780078204616,Author_list,thomas_cain
key_id,attribute,assigned_val
0130602396,Author_list,robinson@_dan
0201379368,Author_list,skonnard@_aaron
0750681853,Author_list,morris@_stephen
155860913x,Author_list,farrel@_adrian
9780070137783,Author_list,carley
key_id,attribute,assigned_val
0201379376,Author_list,raskin@_jef
0201700735,Author_list,stroustrup@_bjarne
0321129474,Author_list,lehnert@_wendy_g.
0321246772,Author_list,bejtlich@_richard
080537566x,Author_list,sobell@_mark_g.
1558608362,Author_list,brunner@_robert
9780072941494,Author_list,glenn_d_blank@_robert_barnes@_edwin_j._kay
key_id,attribute,assigned_val
0131429019,Author_list,raymond@_eric_s.
0201634422,Author_list,keshav
0120121484,Author_list,
0120121514,Author_list,
key_id,attribute,assigned_val
0201549794,Author_list,mckusick
0201616165,Author_list,richard_hightower
0201695898,Author_list,rector_brent@_sells_chris
0321330250,Author_list,sebesta@_robert_w.
9780071362078,Author_list,carter@_nick
9780072300413,Author_list,donna_thompson
key_id,attribute,assigned_val
0122861604,Author_list,glassner@_andrew_s.
0132438623,Author_list,harvey_&amp;_paul)_deitel_&amp;_associates
0321349962,Author_list,bejtlich@_richard
0750677465,Author_list,chandra@_praphul
1558608214,Author_list,nielsen@_jakob
1558609016,Author_list,han
1576760960,Author_list,gittleman@_art
key_id,attribute,assigned_val
0123725011,Author_list,utting@_mark_legeard@_bruno
0201703599,Author_list,sall@_kenneth_b.
0201895021,Author_list,editor-thomas_j._bergin;_editor-richard_g._gibson
0321335724,Author_list,seacord@_robert
075067329x,Author_list,brown@_marty
9780028055879,Author_list,tobias@_carole
key_id,attribute,assigned_val
0201395193,Author_list,pohl@_ira
0321356705,Author_list,mcgraw@_gary
1558608729,Author_list,hoos@_holger
key_id,attribute,assigned_val
0201634481,Author_list,perlman@_radia
0201734095,Author_list,daniel_j._paulish
0321146182,Author_list,monson-haefel@_richard
0321304861,Author_list,wysopal@_chris
1558608389,Author_list,luebke@_david_p.
9780073131146,Author_list,ulmer@_donna
key_id,attribute,assigned_val
0120959704,Author_list,hossein_bidgoli
0201325772,Author_list,liang@_sheng
0201657821,Author_list,nakano@_russell
0201853930,Author_list,knuth@_donald_e.
0321334876,Author_list,meyers@_scott
9780072958713,Author_list,triad_interactive
key_id,attribute,assigned_val
0201309831,Author_list,cline@_marshall_p.
0201608359,Author_list,chappell@_geoff
0201615754,Author_list,piemonte@_raffaele
0201657643,Author_list,vivek_sharma
0672321467,Author_list,edward_whalen@_mitchell_schroeter
9780028055893,Author_list,stewart@_kathleen
key_id,attribute,assigned_val
0121942759,Author_list,earl_cox
0124558402,Author_list,david_loshin
0131453203,Author_list,hoffer@_jeffrey_a.;_mcfadden@_fred_r.;_prescott@_mary_b.
0201622173,Author_list,matt_pietrek
0321112296,Author_list,rozanski@_nick
0321154207,Author_list,albert_endres@_dieter_rombach
0750698004,Author_list,p_k_mcbride
155860653x,Author_list,pyle@_dorian
1558609296,Author_list,schiller
9780070087149,Author_list,buchanan@_george_r.
key_id,attribute,assigned_val
0120455994,Author_list,aiken@_peter
0126853525,Author_list,toby_j._teorey@_sam_lightstone@_tom_nadeau
0130914266,Author_list,adams@_joel/_nyhoff@_larry_r.
0201440997,Author_list,bishop@_matt
0201634562,Author_list,kanerva@_jonni
0321382188,Author_list,beauchemin@_bob
0672324083,Author_list,kreger@_heather
1558604383,Author_list,o'neil@_patrick;_o'neil@_elizabeth
1558604553,Author_list,blinn@_jim
9780072985559,Author_list,sharp@_vicki_f.
key_id,attribute,assigned_val
0201325705,Author_list,callaghan@_brent
0321399420,Author_list,date@_c.j.;_darwen@_hugh
0750678488,Author_list,michael_erbschloe
1555580890,Author_list,marshall_brain@_brian_marshall
9780072223255,Author_list,huggins@_diana
0321398661,Author_list,
key_id,attribute,assigned_val
0131400851,Author_list,thomas_w._miller
0201183994,Author_list,kelley@_al;_pohl@_ira
0201530678,Author_list,peter_j._denning
0201550601,Author_list,laurel@_brenda
020171499x,Author_list,leuf@_bo
0672322161,Author_list,gilbert_held
1558603530,Author_list,sherman@william
key_id,attribute,assigned_val
0201703092,Author_list,bowman@_judith_s.
0201876744,Author_list,salus@_peter_h.
0201924803,Author_list,smith@_richard_e.
0321154894,Author_list,abrams
0750695080,Author_list,john_lenk
9780070004849,Author_list,abelson
key_id,attribute,assigned_val
0123694736,Author_list,david_gelphman@_bunny_laden
0125184069,Author_list,nielsen@_jakob
0126443750,Author_list,simovici@_dan_a.
0201309564,Author_list,matthew_h._austern
0201710889,Author_list,krishnamurthy@_balachander
0321205618,Author_list,riordan@_rebecca_m.
key_id,attribute,assigned_val
0125250959,Author_list,katsunari_okamoto
0131853546,Author_list,valade@_janet
0201498383,Author_list,chow@_randy/_johnson@_theodore
0201548550,Author_list,coplien@_james_o.
0201775808,Author_list,sharma@_rahul/_stearns@_beth/_ng@_tony
key_id,attribute,assigned_val
0201563657,Author_list,cargill@_tom
0201612461,Author_list,timothy_budd
0321116291,Author_list,benyon@_david
0321412990,Author_list,becker@_pete
1555582494,Author_list,lawrence@_norman
1555582737,Author_list,gancarz@_mike
9780072371925,Author_list,ritchey
key_id,attribute,assigned_val
0201309777,Author_list,czarnecki@_krzysztof
0321108949,Author_list,romanik@_philip;_muntz@_amy
0672323915,Author_list,adams@_carlisle;_lloyd@_steve
1558604561,Author_list,melton@_jim;_simon@_alan_r.
9780028043760,Author_list,norton
9780072255881,Author_list,smith@_colin
key_id,attribute,assigned_val
0201398559,Author_list,watt@_alan_h.
0321269675,Author_list,stevens@_perdita
1558604588,Author_list,robert_cahn
1558604960,Author_list,levine@_john_r.
key_id,attribute,assigned_val
0124287514,Author_list,kumar@_anurag;_janjunath@_d.;_kuri@_joy
0201615983,Author_list,rescorla@_eric
0201633388,Author_list,schimmel@_curt
0321263588,Author_list,halsall@_fred
0321268385,Author_list,arthorne@_john
key_id,attribute,assigned_val
0131426419,Author_list,deitel@_harvey_m.;_deitel@_paul_j.;_hoey@_tim;_yaeger@_cheryl_h.
0201310082,Author_list,gosling@_james
0201753065,Author_list,halloway@_stuart_dabbs
1555581595,Author_list,goldenberg@_ruth_e.
1558606378,Author_list,jacob@_christian
1558608311,Author_list,mirel@_barbara
1558608745,Author_list,sloss@_andrew;_wright@_chris;_symes@_dominic
1558609199,Author_list,halpin@_terry
1576761428,Author_list,golbeck@_jennifer
key_id,attribute,assigned_val
0201634457,Author_list,wendelken@_david@
0240807944,Author_list,arthur@_magan_h.
0321219767,Author_list,filman@_robert_e.
155558327x,Author_list,erbschloe
9780072834345,Author_list,coulthard
key_id,attribute,assigned_val
0201357429,Author_list,subramanian@_mani
0201711141,Author_list,rubin@_aviel_d.
0321486811,Author_list,alfred_v._aho_@_columbia_university_monica_s._lam_@_stanford_u
1558609202,Author_list,celko@_joe
9780028048918,Author_list,robert_goldhamer
key_id,attribute,assigned_val
0201544350,Author_list,jacobson@_ivar
0201791668,Author_list,peter_eeles@_kelli_houston@_wojtek_kozaczynski
0750695102,Author_list,lenk@_john_d.
0805325476,Author_list,dean@_thomas
1555583180,Author_list,hagino@jun-ichiro
1558603549,Author_list,ron_goldman
key_id,attribute,assigned_val
0130411612,Author_list,mccracken_&amp;_wolfe
0201563827,Author_list,murray@_robert_b.
0201615924,Author_list,armour@_frank
020170238x,Author_list,mckay@_everett_n./_woodring@_mike
key_id,attribute,assigned_val
