1,42,location,(41.9977653535896,1,1
2,42,address,2548-2550 w devon ave,1,1
3,42,dbaname,mysore woodlands,1,1
4,53,location,(42.008536400868735,1,1
5,53,address,11601 w touhy ave,1,1
6,53,dbaname,host international inc,1,1
7,67,location,(41.99798375025185,1,1
8,67,address,2032-2036 w devon ave,1,1
8,67,address,2032-2034 w devon ave,0,2
9,67,dbaname,ghareeb nawaz restaurant,1,1
10,153,location,(41.961499265953364,1,1
11,153,facilitytype,school,0,1
11,153,facilitytype,restaurant,1,2
12,153,dbaname,chicago waldorf school,1,1
13,160,location,(41.88123342371891,1,1
14,160,address,2550-2602 w madison st,1,1
15,160,dbaname,johnnys ice house,1,1
16,176,location,(41.99798375025185,1,1
17,176,address,2032-2036 w devon ave,1,1
17,176,address,2032-2034 w devon ave,0,2
18,176,dbaname,ghareeb nawaz restaurant,1,1
19,303,location,(42.008536400868735,1,1
20,303,facilitytype,restaurant,1,1
21,303,dbaname,garrett popcorn shops,1,1
22,383,location,(41.931094868682656,1,1
23,383,address,5805 w diversey ave,0,1
23,383,address,5805-5807 w diversey ave,1,2
24,383,dbaname,avenida del sabor,1,1
25,400,location,(41.90349669933936,1,1
26,400,facilitytype,restaurant,1,1
27,400,dbaname,near north montessori school,1,1
28,408,location,(42.008536400868735,1,1
29,408,address,11601 w touhy ave,1,1
30,408,dbaname,host international inc,1,1
31,462,location,(41.931094868682656,1,1
32,462,address,5805 w diversey ave,1,1
33,462,dbaname,avenida del sabor,1,1
34,503,location,(42.008536400868735,1,1
35,503,address,11601 w touhy ave,1,1
36,503,dbaname,host international inc,1,1
37,614,location,(41.96857277212391,1,1
38,614,address,3142-3148 w lawrence ave,1,1
39,614,dbaname,lindo michoacan,1,1
40,655,location,(41.94550975342797,1,1
41,655,address,3501-3505 n halsted st fl 1,1,1
42,655,dbaname,little jims,1,1
43,683,location,(41.96857277212391,1,1
44,683,address,3142-3148 w lawrence ave,1,1
45,683,dbaname,lindo michoacan,1,1
46,752,location,(41.791761831643065,1,1
47,752,facilitytype,restaurant,1,1
48,752,dbaname,little people learning,1,1
49,920,location,(41.791761831643065,1,1
50,920,facilitytype,restaurant,1,1
51,920,dbaname,little people learning,1,1
52,958,location,(41.943251259237634,1,1
53,958,address,2232 w roscoe st,1,1
53,958,address,2232-2234 w roscoe st,0,2
54,958,dbaname,lush wine & spirits,1,1
55,964,location,(41.943251259237634,1,1
56,964,address,2232 w roscoe st,1,1
56,964,address,2232-2234 w roscoe st,0,2
57,964,dbaname,lush wine & spirits,1,1
58,1044,location,(41.951064053085005,1,1
59,1044,address,3800-3804 n clark st,1,1
60,1044,dbaname,uncommon ground,1,1
61,1128,location,(41.951064053085005,1,1
62,1128,address,3800-3804 n clark st,1,1
63,1128,dbaname,uncommon ground,1,1
64,1196,location,(42.008536400868735,1,1
65,1196,address,11601 w touhy ave,1,1
66,1196,dbaname,host international inc,1,1
67,1256,location,(41.96315679416602,1,1
68,1256,address,4503 n kedzie ave,0,1
68,1256,address,4503-4505 n kedzie ave,1,2
69,1256,dbaname,el original gallo bravo,1,1
70,1466,location,(41.94231341336203,1,1
71,1466,address,3313-3319 n broadway,1,1
72,1466,dbaname,wakamono,1,1
73,1500,location,(41.9845361933454,1,1
74,1500,address,5633-5635 n ashland ave,1,1
75,1500,dbaname,lalibela restaurant,1,1
76,1529,location,(41.907572250968755,1,1
77,1529,facilitytype,school,0,1
77,1529,facilitytype,restaurant,1,2
78,1529,dbaname,british school of chicago,1,1
79,1657,location,(41.894662670242106,1,1
80,1657,facilitytype,daycare above and under 2 years,1,1
80,1657,facilitytype,restaurant,0,2
81,1657,dbaname,chicago childrens house,1,1
82,1821,location,(41.93121715112931,1,1
83,1821,facilitytype,restaurant,1,1
84,1821,dbaname,onward neighborhood house,1,1
85,1840,location,(41.909676222517476,1,1
86,1840,facilitytype,restaurant,1,1
87,1840,address,4301-4305 w north ave,1,1
88,1840,dbaname,buy low liquors,1,1
89,1843,location,(41.909676222517476,1,1
90,1843,facilitytype,restaurant,1,1
91,1843,address,4301-4305 w north ave,1,1
92,1843,dbaname,buy low liquors,1,1
93,1872,location,(41.94497417145062,1,1
94,1872,address,3463-3467 n broadway bldg,1,1
95,1872,dbaname,rocks lakeview,1,1
96,1996,location,(41.94231341336203,1,1
97,1996,address,3313-3319 n broadway,1,1
98,1996,dbaname,wakamono,1,1
99,2107,location,(42.008536400868735,1,1
100,2107,address,11601 w touhy ave,1,1
101,2107,dbaname,host international inc,1,1
102,2255,location,(42.008536400868735,1,1
103,2255,address,11601 w touhy ave,1,1
104,2255,dbaname,host international inc,1,1
105,2269,location,(41.892094136861786,1,1
106,2269,facilitytype,restaurant,1,1
107,2269,dbaname,churro factory,1,1
108,2275,location,(41.892094136861786,1,1
109,2275,facilitytype,restaurant,1,1
110,2275,dbaname,churro factory,1,1
111,2466,location,(42.008536400868735,1,1
112,2466,address,11601 w touhy ave,1,1
113,2466,dbaname,host international inc,1,1
114,2493,location,(41.909676222517476,1,1
115,2493,facilitytype,restaurant,1,1
116,2493,address,4301-4305 w north ave,1,1
117,2493,dbaname,buy low liquors,1,1
118,2505,location,(41.909676222517476,1,1
119,2505,facilitytype,restaurant,1,1
120,2505,address,4301-4305 w north ave,1,1
121,2505,dbaname,buy low liquors,1,1
122,2509,location,(41.97533413581096,1,1
123,2509,facilitytype,hospital,1,1
123,2509,facilitytype,restaurant,0,2
124,2509,dbaname,swedish covenant hospital,1,1
125,2522,location,(41.97533413581096,1,1
126,2522,facilitytype,restaurant,1,1
127,2522,dbaname,swedish covenant hospital,1,1
128,2536,location,(41.881241456803345,1,1
129,2536,address,1901 w madison st,1,1
130,2536,dbaname,levy restaurants at united center,0,1
130,2536,dbaname,bismarck enterprises/united,1,2
131,2572,location,(41.881241456803345,1,1
132,2572,address,1901 w madison st bldg,1,1
132,2572,address,1901 w madison st,0,2
133,2572,dbaname,levy restaurants at united center,0,1
133,2572,dbaname,bismarck enterprises/united,1,2
134,2616,location,(41.69234712576441,1,1
135,2616,address,1200-1210 w 111th st,1,1
135,2616,address,1200 w 111th st,0,2
136,2616,dbaname,marathon,1,1
137,2695,location,(41.94738145671126,1,1
138,2695,address,3632-3640 n pulaski rd,1,1
139,2695,dbaname,la villa,1,1
140,3043,location,(41.92690699536436,1,1
141,3043,address,2453 n halsted st,1,1
142,3043,dbaname,noodles in the pot,1,1
143,3060,location,(41.995855875363404,1,1
144,3060,facilitytype,restaurant,1,1
145,3060,address,6300-6320 n california ave,1,1
146,3060,dbaname,astoria place living and rehab,1,1
146,3060,dbaname,astoria place living and rehabilitation center,0,2
147,3264,location,(41.87686736408027,1,1
148,3264,facilitytype,school,1,1
148,3264,facilitytype,restaurant,0,2
149,3264,dbaname,robert morris college,1,1
150,3274,location,(41.879562663527345,1,1
151,3274,address,118-130 s ashland ave,1,1
152,3274,dbaname,the little green treehouse,1,1
153,3281,location,(41.95310433686163,1,1
154,3281,address,3920 n clark st apt,1,1
155,3281,dbaname,clark/irving apartments,1,1
156,3282,location,(41.87686736408027,1,1
157,3282,facilitytype,restaurant,1,1
158,3282,dbaname,robert morris college,1,1
159,3318,location,(41.961499265953364,1,1
160,3318,facilitytype,school,0,1
160,3318,facilitytype,restaurant,1,2
161,3318,dbaname,chicago waldorf school,1,1
162,3426,location,(41.92690699536436,1,1
163,3426,address,2453 n halsted st,1,1
164,3426,dbaname,noodles in the pot,1,1
165,3438,location,(41.95310433686163,1,1
166,3438,address,3920 n clark st apt,1,1
167,3438,dbaname,clark/irving apartments,1,1
168,3626,location,(41.9977653535896,1,1
169,3626,address,2548-2550 w devon ave,1,1
170,3626,dbaname,mysore woodlands,1,1
171,3658,location,(41.879562663527345,1,1
172,3658,address,118-130 s ashland ave,1,1
173,3658,dbaname,the little green treehouse,1,1
174,3726,location,(41.894662670242106,1,1
175,3726,facilitytype,restaurant,1,1
176,3726,dbaname,chicago childrens house,1,1
177,3808,location,(41.85104667463312,1,1
178,3808,address,2301 s indiana ave,1,1
179,3808,dbaname,mccormick place,1,1
180,3923,location,(41.88362128098054,1,1
181,3923,facilitytype,bakery,0,1
181,3923,facilitytype,restaurant,1,2
182,3923,dbaname,sugar bliss cake boutique,1,1
183,3976,location,(41.9977653535896,1,1
184,3976,address,2548-2550 w devon ave,1,1
185,3976,dbaname,mysore woodlands,1,1
186,4049,location,(41.943251259237634,1,1
187,4049,address,2232-2234 w roscoe st,1,1
188,4049,dbaname,lush wine & spirits,1,1
189,4053,location,(41.73204913540182,1,1
190,4053,address,8940-8944 s stony island ave,1,1
190,4053,address,8940-8942 s stony island ave,0,2
191,4053,dbaname,family den,1,1
192,4114,location,(41.89925505559848,1,1
193,4114,address,10-20 e delaware st,1,1
194,4114,dbaname,the talbott hotel,1,1
195,4243,location,(41.749873806501896,1,1
196,4243,facilitytype,restaurant,1,1
197,4243,dbaname,pathways to learning child care center,1,1
198,4324,location,(41.8806992461244,1,1
199,4324,facilitytype,restaurant,1,1
200,4324,dbaname,bright horizons chicago west loop,1,1
201,4461,location,(41.99496878030707,1,1
202,4461,address,6249-6251 n milwaukee,1,1
203,4461,dbaname,ings china king,1,1
204,4527,location,(41.89925505559848,1,1
205,4527,address,10-20 e delaware st,1,1
206,4527,dbaname,the talbott hotel,1,1
207,4713,location,(41.933388339085965,1,1
208,4713,facilitytype,restaurant,1,1
209,4713,dbaname,wee care daycare preschool,1,1
210,4720,location,(41.78040624754399,1,1
211,4720,facilitytype,daycare above and under 2 years,0,1
211,4720,facilitytype,restaurant,1,2
212,4720,address,1167 e 63rd st,0,1
212,4720,address,1167-69 e 63rd st,1,2
213,4720,dbaname,tiny scholars academy,1,1
214,4849,location,(41.94738145671126,1,1
215,4849,address,3632-3640 n pulaski rd,1,1
216,4849,dbaname,la villa,1,1
217,4851,location,(41.96766364582441,1,1
218,4851,address,5619-5621 w lawrence ave,1,1
219,4851,dbaname,smakosz inc,1,1
220,4900,location,(41.91767649798009,1,1
221,4900,address,2003-2009 n western ave,0,1
221,4900,address,2003-2011 n western ave,1,2
222,4900,dbaname,lazos tacos,1,1
