1,1,location,(41.9977653535896,42,1
1,2,address,2548+AC0-2550 w devon ave,42,1
1,3,dbaname,mysore woodlands,42,1
1,4,location,(42.008536400868735,53,1
1,5,address,11601 w touhy ave,53,1
1,6,dbaname,host international inc,53,1
1,7,location,(41.99798375025185,67,1
0.5016449094,8,address,2032+AC0-2036 w devon ave,67,1
1,9,dbaname,ghareeb nawaz restaurant,67,1
1,10,location,(41.961499265953364,153,1
0.5013783574,11,facilitytype,restaurant,153,2
1,12,dbaname,chicago waldorf school,153,1
1,13,location,(41.88123342371891,160,1
1,14,address,2550+AC0-2602 w madison st,160,1
1,15,dbaname,johnnys ice house,160,1
1,16,location,(41.99798375025185,176,1
0.5024940372,17,address,2032+AC0-2036 w devon ave,176,1
1,18,dbaname,ghareeb nawaz restaurant,176,1
1,19,location,(42.008536400868735,303,1
1,20,facilitytype,restaurant,303,1
1,21,dbaname,garrett popcorn shops,303,1
1,22,location,(41.931094868682656,383,1
0.5015460253,23,address,5805+AC0-5807 w diversey ave,383,2
1,24,dbaname,avenida del sabor,383,1
1,25,location,(41.90349669933936,400,1
1,26,facilitytype,restaurant,400,1
1,27,dbaname,near north montessori school,400,1
1,28,location,(42.008536400868735,408,1
1,29,address,11601 w touhy ave,408,1
1,30,dbaname,host international inc,408,1
1,31,location,(41.931094868682656,462,1
1,32,address,5805 w diversey ave,462,1
1,33,dbaname,avenida del sabor,462,1
1,34,location,(42.008536400868735,503,1
1,35,address,11601 w touhy ave,503,1
1,36,dbaname,host international inc,503,1
1,37,location,(41.96857277212391,614,1
1,38,address,3142+AC0-3148 w lawrence ave,614,1
1,39,dbaname,lindo michoacan,614,1
1,40,location,(41.94550975342797,655,1
1,41,address,3501+AC0-3505 n halsted st fl 1,655,1
1,42,dbaname,little jims,655,1
1,43,location,(41.96857277212391,683,1
1,44,address,3142+AC0-3148 w lawrence ave,683,1
1,45,dbaname,lindo michoacan,683,1
1,46,location,(41.791761831643065,752,1
1,47,facilitytype,restaurant,752,1
1,48,dbaname,little people learning,752,1
1,49,location,(41.791761831643065,920,1
1,50,facilitytype,restaurant,920,1
1,51,dbaname,little people learning,920,1
1,52,location,(41.943251259237634,958,1
0.5022586584,53,address,2232 w roscoe st,958,1
1,54,dbaname,lush wine +ACY- spirits,958,1
1,55,location,(41.943251259237634,964,1
0.5031077862,56,address,2232 w roscoe st,964,1
1,57,dbaname,lush wine +ACY- spirits,964,1
1,58,location,(41.951064053085005,1044,1
1,59,address,3800+AC0-3804 n clark st,1044,1
1,60,dbaname,uncommon ground,1044,1
1,61,location,(41.951064053085005,1128,1
1,62,address,3800+AC0-3804 n clark st,1128,1
1,63,dbaname,uncommon ground,1128,1
1,64,location,(42.008536400868735,1196,1
