1,location,(41.9977653535896,42
2,address,2548-2550 w devon ave,42
3,dbaname,mysore woodlands,42
4,location,(42.008536400868735,53
5,address,11601 w touhy ave,53
6,dbaname,host international inc,53
7,location,(41.99798375025185,67
8,address,2032-2036 w devon ave,67
9,dbaname,ghareeb nawaz restaurant,67
10,location,(41.961499265953364,153
11,facilitytype,restaurant,153
12,dbaname,chicago waldorf school,153
13,location,(41.88123342371891,160
14,address,2550-2602 w madison st,160
15,dbaname,johnnys ice house,160
16,location,(41.99798375025185,176
17,address,2032-2036 w devon ave,176
18,dbaname,ghareeb nawaz restaurant,176
19,location,(42.008536400868735,303
20,facilitytype,restaurant,303
21,dbaname,garrett popcorn shops,303
22,location,(41.931094868682656,383
23,address,5805-5807 w diversey ave,383
24,dbaname,avenida del sabor,383
25,location,(41.90349669933936,400
26,facilitytype,restaurant,400
27,dbaname,near north montessori school,400
28,location,(42.008536400868735,408
29,address,11601 w touhy ave,408
30,dbaname,host international inc,408
31,location,(41.931094868682656,462
32,address,5805 w diversey ave,462
33,dbaname,avenida del sabor,462
34,location,(42.008536400868735,503
35,address,11601 w touhy ave,503
36,dbaname,host international inc,503
37,location,(41.96857277212391,614
38,address,3142-3148 w lawrence ave,614
39,dbaname,lindo michoacan,614
40,location,(41.94550975342797,655
41,address,3501-3505 n halsted st fl 1,655
42,dbaname,little jims,655
43,location,(41.96857277212391,683
44,address,3142-3148 w lawrence ave,683
45,dbaname,lindo michoacan,683
46,location,(41.791761831643065,752
47,facilitytype,restaurant,752
48,dbaname,little people learning,752
49,location,(41.791761831643065,920
50,facilitytype,restaurant,920
51,dbaname,little people learning,920
52,location,(41.943251259237634,958
53,address,2232 w roscoe st,958
54,dbaname,lush wine & spirits,958
55,location,(41.943251259237634,964
56,address,2232 w roscoe st,964
57,dbaname,lush wine & spirits,964
58,location,(41.951064053085005,1044
59,address,3800-3804 n clark st,1044
60,dbaname,uncommon ground,1044
61,location,(41.951064053085005,1128
62,address,3800-3804 n clark st,1128
63,dbaname,uncommon ground,1128
64,location,(42.008536400868735,1196
65,address,11601 w touhy ave,1196
66,dbaname,host international inc,1196
67,location,(41.96315679416602,1256
68,address,4503-4505 n kedzie ave,1256
69,dbaname,el original gallo bravo,1256
70,location,(41.94231341336203,1466
71,address,3313-3319 n broadway,1466
72,dbaname,wakamono,1466
73,location,(41.9845361933454,1500
74,address,5633-5635 n ashland ave,1500
75,dbaname,lalibela restaurant,1500
76,location,(41.907572250968755,1529
77,facilitytype,school,1529
78,dbaname,british school of chicago,1529
79,location,(41.894662670242106,1657
80,facilitytype,daycare above and under 2 years,1657
81,dbaname,chicago childrens house,1657
82,location,(41.93121715112931,1821
83,facilitytype,restaurant,1821
84,dbaname,onward neighborhood house,1821
85,location,(41.909676222517476,1840
86,facilitytype,restaurant,1840
87,address,4301-4305 w north ave,1840
88,dbaname,buy low liquors,1840
89,location,(41.909676222517476,1843
90,facilitytype,restaurant,1843
91,address,4301-4305 w north ave,1843
92,dbaname,buy low liquors,1843
93,location,(41.94497417145062,1872
94,address,3463-3467 n broadway bldg,1872
95,dbaname,rocks lakeview,1872
96,location,(41.94231341336203,1996
97,address,3313-3319 n broadway,1996
98,dbaname,wakamono,1996
99,location,(42.008536400868735,2107
100,address,11601 w touhy ave,2107
101,dbaname,host international inc,2107
102,location,(42.008536400868735,2255
103,address,11601 w touhy ave,2255
104,dbaname,host international inc,2255
105,location,(41.892094136861786,2269
106,facilitytype,restaurant,2269
107,dbaname,churro factory,2269
108,location,(41.892094136861786,2275
109,facilitytype,restaurant,2275
110,dbaname,churro factory,2275
111,location,(42.008536400868735,2466
112,address,11601 w touhy ave,2466
113,dbaname,host international inc,2466
114,location,(41.909676222517476,2493
115,facilitytype,restaurant,2493
116,address,4301-4305 w north ave,2493
117,dbaname,buy low liquors,2493
118,location,(41.909676222517476,2505
119,facilitytype,restaurant,2505
120,address,4301-4305 w north ave,2505
121,dbaname,buy low liquors,2505
122,location,(41.97533413581096,2509
123,facilitytype,hospital,2509
124,dbaname,swedish covenant hospital,2509
125,location,(41.97533413581096,2522
126,facilitytype,restaurant,2522
127,dbaname,swedish covenant hospital,2522
128,location,(41.881241456803345,2536
129,address,1901 w madison st,2536
130,dbaname,bismarck enterprises/united,2536
131,location,(41.881241456803345,2572
132,address,1901 w madison st bldg,2572
133,dbaname,bismarck enterprises/united,2572
134,location,(41.69234712576441,2616
135,address,1200-1210 w 111th st,2616
136,dbaname,marathon,2616
137,location,(41.94738145671126,2695
138,address,3632-3640 n pulaski rd,2695
139,dbaname,la villa,2695
140,location,(41.92690699536436,3043
141,address,2453 n halsted st,3043
142,dbaname,noodles in the pot,3043
143,location,(41.995855875363404,3060
144,facilitytype,restaurant,3060
145,address,6300-6320 n california ave,3060
146,dbaname,astoria place living and rehab,3060
147,location,(41.87686736408027,3264
148,facilitytype,school,3264
149,dbaname,robert morris college,3264
150,location,(41.879562663527345,3274
151,address,118-130 s ashland ave,3274
152,dbaname,the little green treehouse,3274
153,location,(41.95310433686163,3281
154,address,3920 n clark st apt,3281
155,dbaname,clark/irving apartments,3281
156,location,(41.87686736408027,3282
157,facilitytype,restaurant,3282
158,dbaname,robert morris college,3282
159,location,(41.961499265953364,3318
160,facilitytype,restaurant,3318
161,dbaname,chicago waldorf school,3318
162,location,(41.92690699536436,3426
163,address,2453 n halsted st,3426
164,dbaname,noodles in the pot,3426
165,location,(41.95310433686163,3438
166,address,3920 n clark st apt,3438
167,dbaname,clark/irving apartments,3438
168,location,(41.9977653535896,3626
169,address,2548-2550 w devon ave,3626
170,dbaname,mysore woodlands,3626
171,location,(41.879562663527345,3658
172,address,118-130 s ashland ave,3658
173,dbaname,the little green treehouse,3658
174,location,(41.894662670242106,3726
175,facilitytype,restaurant,3726
176,dbaname,chicago childrens house,3726
177,location,(41.85104667463312,3808
178,address,2301 s indiana ave,3808
179,dbaname,mccormick place,3808
180,location,(41.88362128098054,3923
181,facilitytype,bakery,3923
182,dbaname,sugar bliss cake boutique,3923
183,location,(41.9977653535896,3976
184,address,2548-2550 w devon ave,3976
185,dbaname,mysore woodlands,3976
186,location,(41.943251259237634,4049
187,address,2232-2234 w roscoe st,4049
188,dbaname,lush wine & spirits,4049
189,location,(41.73204913540182,4053
190,address,8940-8944 s stony island ave,4053
191,dbaname,family den,4053
192,location,(41.89925505559848,4114
193,address,10-20 e delaware st,4114
194,dbaname,the talbott hotel,4114
195,location,(41.749873806501896,4243
196,facilitytype,restaurant,4243
197,dbaname,pathways to learning child care center,4243
198,location,(41.8806992461244,4324
199,facilitytype,restaurant,4324
200,dbaname,bright horizons chicago west loop,4324
201,location,(41.99496878030707,4461
202,address,6249-6251 n milwaukee,4461
203,dbaname,ings china king,4461
204,location,(41.89925505559848,4527
205,address,10-20 e delaware st,4527
206,dbaname,the talbott hotel,4527
207,location,(41.933388339085965,4713
208,facilitytype,restaurant,4713
209,dbaname,wee care daycare preschool,4713
210,location,(41.78040624754399,4720
211,facilitytype,restaurant,4720
212,address,1167-69 e 63rd st,4720
213,dbaname,tiny scholars academy,4720
214,location,(41.94738145671126,4849
215,address,3632-3640 n pulaski rd,4849
216,dbaname,la villa,4849
217,location,(41.96766364582441,4851
218,address,5619-5621 w lawrence ave,4851
219,dbaname,smakosz inc,4851
220,location,(41.91767649798009,4900
221,address,2003-2011 n western ave,4900
222,dbaname,lazos tacos,4900
223,location,(41.961499265953364,4978
224,facilitytype,restaurant,4978
225,dbaname,chicago waldorf school,4978
226,location,(41.892249163400116,5044
227,facilitytype,restaurant,5044
228,dbaname,giordanos navy pier,5044
229,location,(41.878014487249544,5181
230,facilitytype,restaurant,5181
231,dbaname,gateway newstand,5181
232,location,(41.91767649798009,5286
233,address,2003-2011 n western ave,5286
234,dbaname,lazos tacos,5286
235,location,(41.83827010545886,5359
236,address,420-422 w 31st st,5359
237,dbaname,chinese kitchen and sushi,5359
238,location,(41.73204913540182,5381
239,address,8940-8944 s stony island ave,5381
240,dbaname,family den,5381
241,location,(41.77110726848157,5396
242,address,4531-4535 w marquette rd,5396
243,dbaname,supermercado los cuates,5396
244,location,(41.8716986890444,5485
245,address,805 s state st,5485
246,dbaname,lou malnatis pizzeria,5485
247,location,(41.93300409973139,5536
248,address,420-422 w diversey pkwy,5536
249,dbaname,duffys tavern & grille,5536
250,location,(41.97192459527153,5552
251,facilitytype,restaurant,5552
252,dbaname,south-east asia center,5552
253,location,(41.75128530466005,5654
254,address,522-524 e 79th st,5654
255,dbaname,caribbean spice,5654
256,location,(41.88362128098054,5736
257,facilitytype,bakery,5736
258,dbaname,sugar bliss cake boutique,5736
259,location,(41.87279886935482,5751
260,facilitytype,restaurant,5751
261,dbaname,chicago hilton & towers,5751
262,location,(41.83827010545886,5823
263,address,420-422 w 31st st,5823
264,dbaname,chinese kitchen and sushi,5823
265,location,(41.884187507127805,6012
266,facilitytype,restaurant,6012
267,dbaname,beavers coffee & donuts,6012
268,location,(41.884187507127805,6080
269,facilitytype,restaurant,6080
270,dbaname,beavers coffee & donuts,6080
271,location,(41.9977653535896,6111
272,address,2548-2550 w devon ave,6111
273,dbaname,mysore woodlands,6111
274,location,(41.74988142522215,6126
275,facilitytype,restaurant,6126
276,dbaname,pathways to learning,6126
277,location,(41.91477744637897,6139
278,facilitytype,daycare (2 - 6 years),6139
279,dbaname,the chalkboard inc,6139
280,location,(41.91849213778706,6205
281,address,2008 n halsted st,6205
282,dbaname,subway,6205
283,location,(41.9845361933454,6274
284,address,5633-5635 n ashland ave,6274
285,dbaname,lalibela restaurant,6274
286,location,(41.83674601465663,6313
287,facilitytype,restaurant,6313
288,dbaname,panchos ice cream,6313
289,location,(42.00273166409286,6368
290,address,6727-6733 n olmsted ave,6368
291,dbaname,morettis,6368
292,location,(41.888096290381576,6473
293,facilitytype,restaurant,6473
294,dbaname,londonhouse hotel,6473
295,location,(41.89983492074242,6515
296,facilitytype,restaurant,6515
297,dbaname,waldorf astoria chicago,6515
298,location,(41.89896533484934,6620
299,facilitytype,restaurant,6620
300,address,900 n north branch st,6620
301,dbaname,kendall college,6620
302,location,(41.892094136861786,6684
303,facilitytype,restaurant,6684
304,dbaname,completely nuts,6684
305,location,(41.892094136861786,6704
306,facilitytype,restaurant,6704
307,dbaname,completely nuts,6704
308,location,(41.88188622746245,6775
309,facilitytype,restaurant,6775
310,dbaname,lloyds chicago restaurant,6775
311,location,(41.99798375025185,6790
312,address,2032-2036 w devon ave,6790
313,dbaname,ghareeb nawaz restaurant,6790
314,location,(41.91849213778706,6848
315,address,2008 n halsted st,6848
316,dbaname,subway,6848
317,location,(41.7943165619035,6882
318,address,305-307 e garfield,6882
319,dbaname,currency exchange cafe,6882
320,location,(41.92259746567477,6886
321,address,2294-94 1/2 n milwaukee ave,6886
322,dbaname,cozy corner diner and pancake house,6886
323,location,(41.7943165619035,6887
324,address,305-307 e garfield,6887
325,dbaname,currency exchange cafe,6887
326,location,(42.00273166409286,6890
327,address,6727-6733 n olmsted ave,6890
328,dbaname,morettis,6890
329,location,(41.92259746567477,6974
330,address,2294-94 1/2 n milwaukee ave,6974
331,dbaname,cozy corner diner and pancake house,6974
332,location,(41.89896533484934,7060
333,facilitytype,restaurant,7060
334,address,900 n north branch,7060
335,dbaname,kendall college,7060
336,location,(41.89896533484934,7080
337,facilitytype,college,7080
338,address,900 n north branch st,7080
339,dbaname,kendall college,7080
340,location,(41.99798375025185,7096
341,address,2032-2036 w devon ave,7096
342,dbaname,ghareeb nawaz restaurant,7096
343,location,(41.931981578313795,7219
344,address,2815-2817 w diversey ave,7219
345,dbaname,l patron,7219
346,location,(41.87984160939149,7228
347,facilitytype,daycare (2 - 6 years),7228
348,dbaname,intercultural montessori language school,7228
349,location,(41.888096290381576,7240
350,facilitytype,banquet/kitchen,7240
351,dbaname,londonhouse hotel,7240
352,location,(41.87984160939149,7249
353,facilitytype,daycare (2 - 6 years),7249
354,dbaname,intercultural montessori language school,7249
355,location,(41.77139058907717,7298
356,address,4308-4310 w marquette rd,7298
357,dbaname,mis tacos mexican food,7298
358,location,(41.888096290381576,7320
359,facilitytype,restaurant,7320
360,dbaname,londonhouse hotel,7320
361,location,(41.888096290381576,7420
362,facilitytype,banquet/kitchen,7420
363,dbaname,londonhouse hotel,7420
364,location,(41.7943165619035,7473
365,address,305-307 e garfield,7473
366,dbaname,currency exchange cafe,7473
367,location,(41.888096290381576,7492
368,facilitytype,restaurant,7492
369,dbaname,londonhouse hotel,7492
370,location,(41.888096290381576,7496
371,facilitytype,banquet/kitchen,7496
372,dbaname,londonhouse hotel,7496
373,location,(41.888096290381576,7498
374,facilitytype,restaurant,7498
375,dbaname,londonhouse hotel,7498
376,location,(41.7943165619035,7500
377,address,305-307 e garfield,7500
378,dbaname,currency exchange cafe,7500
379,location,(41.7943165619035,7512
380,address,305 e garfield blvd,7512
381,dbaname,currency exchange cafe,7512
382,location,(41.961499265953364,7829
383,facilitytype,school,7829
384,dbaname,chicago waldorf school,7829
385,location,(41.88188622746245,7983
386,facilitytype,restaurant,7983
387,dbaname,lloyds chicago restaurant,7983
388,location,(41.85094352340354,8000
389,facilitytype,daycare (2 - 6 years),8000
390,dbaname,pui tak christian school,8000
391,location,(41.7943165619035,8054
392,address,305-307 e garfield,8054
393,dbaname,currency exchange cafe,8054
394,location,(41.884083234870886,8360
395,facilitytype,daycare combo 1586,8360
396,dbaname,montessori academy of chicago i,8360
397,location,(41.88188622746245,8502
398,facilitytype,restaurant,8502
399,dbaname,lloyds chicago restaurant,8502
400,location,(41.80839591793109,8611
401,facilitytype,restaurant,8611
402,dbaname,bambi,8611
403,location,(41.878014487249544,8639
404,facilitytype,restaurant,8639
405,dbaname,gateway newstand,8639
406,location,(41.78027237989979,8748
407,address,717-719 e 63rd st,8748
408,dbaname,kidz creative concepts learning center,8748
409,location,(41.78027237989979,8757
410,address,717-723 e 63rd st,8757
411,dbaname,kidz creative concepts learning center,8757
412,location,(41.655906736353224,8799
413,facilitytype,daycare above and under 2 years,8799
414,dbaname,altgeld gardens daycare,8799
415,location,(41.80839591793109,8801
416,facilitytype,push carts,8801
417,dbaname,bambi,8801
418,location,(41.80839591793109,8805
419,facilitytype,restaurant,8805
420,dbaname,bambi,8805
421,location,(41.84467072147077,8855
422,address,2637 s throop st,8855
423,dbaname,helados mundos,8855
424,location,(41.884083234870886,8872
